<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,1,12/23/21,12:00:00,344.9500000,345.2900000,344.7700000,345.1100000,156500
GAZP,1,12/23/21,12:01:00,345.0300000,345.1900000,344.9300000,345.1000000,38680
GAZP,1,12/23/21,12:02:00,345.0100000,345.2600000,344.8800000,344.9400000,102280
GAZP,1,12/23/21,12:03:00,345.0200000,345.0200000,344.7600000,345.0000000,26640
GAZP,1,12/23/21,12:04:00,345.0000000,345.5000000,345.0000000,345.3900000,161720
GAZP,1,12/23/21,12:05:00,345.3900000,345.7000000,345.0600000,345.5900000,252050
GAZP,1,12/23/21,12:06:00,345.5900000,345.5900000,345.0800000,345.2900000,97020
GAZP,1,12/23/21,12:07:00,345.2600000,345.6600000,345.2600000,345.4700000,96000
GAZP,1,12/23/21,12:08:00,345.3400000,345.4600000,345.2400000,345.4300000,9080
GAZP,1,12/23/21,12:09:00,345.4300000,345.4300000,345.0200000,345.0500000,41040
GAZP,1,12/23/21,12:10:00,345.1900000,345.4200000,345.0700000,345.3500000,44110
GAZP,1,12/23/21,12:11:00,345.3000000,345.3100000,345.0200000,345.2500000,162610
GAZP,1,12/23/21,12:12:00,345.1400000,345.4000000,345.1400000,345.2500000,27780
GAZP,1,12/23/21,12:13:00,345.3000000,345.5000000,345.2500000,345.5000000,24030
GAZP,1,12/23/21,12:14:00,345.5000000,345.6300000,345.4300000,345.6200000,31070
GAZP,1,12/23/21,12:15:00,345.6300000,345.6300000,345.3000000,345.4700000,20040
GAZP,1,12/23/21,12:16:00,345.3200000,345.4900000,344.7400000,345.0000000,98260
GAZP,1,12/23/21,12:17:00,345.0100000,345.2000000,344.9200000,345.0500000,57000
GAZP,1,12/23/21,12:18:00,345.0500000,345.2800000,344.9000000,345.0400000,31760
GAZP,1,12/23/21,12:19:00,345.1200000,345.2500000,345.0000000,345.2500000,50690
GAZP,1,12/23/21,12:20:00,345.2500000,345.4900000,345.1200000,345.1200000,39230
GAZP,1,12/23/21,12:21:00,345.1200000,345.2500000,344.7600000,344.9300000,68130
GAZP,1,12/23/21,12:22:00,344.9300000,345.4000000,344.9000000,345.4000000,93470
GAZP,1,12/23/21,12:23:00,345.4000000,345.4900000,345.1100000,345.3500000,92700
GAZP,1,12/23/21,12:24:00,345.4200000,345.5400000,345.2400000,345.3800000,35180
GAZP,1,12/23/21,12:25:00,345.2700000,345.4600000,345.2600000,345.2600000,27170
GAZP,1,12/23/21,12:26:00,345.2600000,345.4200000,345.0000000,345.0000000,116910
GAZP,1,12/23/21,12:27:00,345.1500000,345.5300000,345.0100000,345.5300000,88730
GAZP,1,12/23/21,12:28:00,345.4800000,345.5500000,345.3500000,345.3500000,16840
GAZP,1,12/23/21,12:29:00,345.3500000,345.4300000,345.1400000,345.1600000,25190
GAZP,1,12/23/21,12:30:00,345.2600000,345.2800000,345.1000000,345.2400000,7720
GAZP,1,12/23/21,12:31:00,345.2400000,345.2800000,345.0600000,345.1500000,13580
GAZP,1,12/23/21,12:32:00,345.2800000,345.3700000,345.1300000,345.2600000,19240
GAZP,1,12/23/21,12:33:00,345.1300000,345.1900000,344.8200000,344.8200000,64730
GAZP,1,12/23/21,12:34:00,344.9400000,345.0100000,344.6300000,344.6300000,46710
GAZP,1,12/23/21,12:35:00,344.6300000,344.8400000,344.4800000,344.8400000,57350
GAZP,1,12/23/21,12:36:00,344.8400000,344.8400000,344.7300000,344.8300000,8400
GAZP,1,12/23/21,12:37:00,344.8400000,344.8400000,344.5900000,344.7600000,19840
GAZP,1,12/23/21,12:38:00,344.6500000,344.9000000,344.6500000,344.9000000,21320
GAZP,1,12/23/21,12:39:00,344.9000000,345.1300000,344.7700000,345.1000000,25950
GAZP,1,12/23/21,12:40:00,345.1000000,345.1000000,344.8300000,344.9700000,12840
GAZP,1,12/23/21,12:41:00,344.9700000,344.9700000,344.7400000,344.7700000,23780
GAZP,1,12/23/21,12:42:00,344.8500000,344.9200000,344.7300000,344.8700000,7340
GAZP,1,12/23/21,12:43:00,344.8700000,344.8700000,344.7000000,344.8200000,14550
GAZP,1,12/23/21,12:44:00,344.8200000,345.0000000,344.7000000,344.7000000,46960
GAZP,1,12/23/21,12:45:00,344.6700000,344.8800000,344.4100000,344.6200000,65040
GAZP,1,12/23/21,12:46:00,344.4900000,344.6400000,344.4200000,344.6400000,9090
GAZP,1,12/23/21,12:47:00,344.5800000,344.8000000,344.5000000,344.6400000,15450
GAZP,1,12/23/21,12:48:00,344.6400000,344.6700000,344.5100000,344.6700000,9830
GAZP,1,12/23/21,12:49:00,344.6700000,344.6700000,344.4800000,344.4800000,11740
GAZP,1,12/23/21,12:50:00,344.5000000,344.6200000,344.4200000,344.5000000,17710
GAZP,1,12/23/21,12:51:00,344.5600000,344.6500000,344.4200000,344.6500000,18110
GAZP,1,12/23/21,12:52:00,344.6500000,344.6700000,344.4700000,344.6500000,20360
GAZP,1,12/23/21,12:53:00,344.6500000,344.6500000,344.5000000,344.5900000,8370
GAZP,1,12/23/21,12:54:00,344.4500000,344.5600000,344.2500000,344.2800000,18670
GAZP,1,12/23/21,12:55:00,344.3600000,344.3600000,343.9000000,344.1200000,119670
GAZP,1,12/23/21,12:56:00,344.0400000,344.3500000,344.0400000,344.3400000,28070
GAZP,1,12/23/21,12:57:00,344.3400000,344.3400000,344.2100000,344.2900000,12290
GAZP,1,12/23/21,12:58:00,344.2900000,344.5000000,344.2400000,344.4700000,26850
GAZP,1,12/23/21,12:59:00,344.5000000,344.5000000,344.3200000,344.4600000,10900
GAZP,1,12/23/21,13:00:00,344.4600000,344.5000000,344.3600000,344.4600000,20260
GAZP,1,12/23/21,13:01:00,344.4700000,344.7100000,344.3200000,344.5700000,28760
GAZP,1,12/23/21,13:02:00,344.4600000,344.6700000,344.4300000,344.6700000,29130
GAZP,1,12/23/21,13:03:00,344.5900000,344.7300000,344.5400000,344.5500000,4560
GAZP,1,12/23/21,13:04:00,344.6600000,344.7000000,344.4500000,344.4500000,7360
GAZP,1,12/23/21,13:05:00,344.5600000,344.7300000,344.4500000,344.7000000,7210
GAZP,1,12/23/21,13:06:00,344.6100000,344.8000000,344.6100000,344.6100000,42220
GAZP,1,12/23/21,13:07:00,344.6100000,344.7000000,344.6100000,344.6100000,4250
GAZP,1,12/23/21,13:08:00,344.7000000,344.7400000,344.6100000,344.7300000,6680
GAZP,1,12/23/21,13:09:00,344.7300000,344.7400000,344.6000000,344.7000000,5530
GAZP,1,12/23/21,13:10:00,344.7000000,344.7400000,344.5900000,344.6000000,6370
GAZP,1,12/23/21,13:11:00,344.7000000,344.7300000,344.5000000,344.5000000,8980
GAZP,1,12/23/21,13:12:00,344.5800000,344.5800000,344.2500000,344.3600000,19180
GAZP,1,12/23/21,13:13:00,344.2500000,344.4900000,344.2500000,344.4900000,25100
GAZP,1,12/23/21,13:14:00,344.5000000,344.5400000,344.4100000,344.5400000,8180
GAZP,1,12/23/21,13:15:00,344.4400000,344.5400000,344.4400000,344.5400000,730
GAZP,1,12/23/21,13:16:00,344.5400000,344.5600000,344.4600000,344.5000000,4730
GAZP,1,12/23/21,13:17:00,344.4900000,344.4900000,344.3000000,344.3300000,10370
GAZP,1,12/23/21,13:18:00,344.3300000,344.9200000,344.2200000,344.8100000,98190
GAZP,1,12/23/21,13:19:00,344.8800000,344.8800000,344.6300000,344.7300000,7420
GAZP,1,12/23/21,13:20:00,344.7000000,344.8700000,344.6500000,344.8700000,34740
GAZP,1,12/23/21,13:21:00,344.8700000,344.8700000,344.7200000,344.8700000,23030
GAZP,1,12/23/21,13:22:00,344.8700000,345.0000000,344.8500000,345.0000000,26780
GAZP,1,12/23/21,13:23:00,344.9900000,345.1900000,344.9300000,345.0000000,44170
GAZP,1,12/23/21,13:24:00,345.0500000,345.4100000,344.9500000,345.3900000,38980
GAZP,1,12/23/21,13:25:00,345.3700000,345.4800000,345.2900000,345.4300000,48790
GAZP,1,12/23/21,13:26:00,345.4200000,345.4900000,345.2100000,345.3300000,47590
GAZP,1,12/23/21,13:27:00,345.2300000,345.4000000,345.2300000,345.2700000,7940
GAZP,1,12/23/21,13:28:00,345.3500000,345.3500000,345.2100000,345.2100000,10330
GAZP,1,12/23/21,13:29:00,345.2000000,345.3300000,345.2000000,345.2200000,8390
GAZP,1,12/23/21,13:30:00,345.2900000,345.2900000,344.9000000,344.9800000,85490
GAZP,1,12/23/21,13:31:00,344.9800000,345.2900000,344.9800000,345.2900000,38410
GAZP,1,12/23/21,13:32:00,345.2900000,345.3500000,345.1900000,345.2700000,25820
GAZP,1,12/23/21,13:33:00,345.3300000,345.3300000,345.0500000,345.0800000,10300
GAZP,1,12/23/21,13:34:00,345.0800000,345.3100000,345.0500000,345.2000000,31180
GAZP,1,12/23/21,13:35:00,345.2100000,345.3100000,345.2100000,345.2700000,10890
GAZP,1,12/23/21,13:36:00,345.2300000,345.3200000,345.2100000,345.2800000,15160
GAZP,1,12/23/21,13:37:00,345.2600000,345.2600000,345.1000000,345.1500000,18230
GAZP,1,12/23/21,13:38:00,345.1500000,345.4300000,345.1200000,345.2000000,65370
GAZP,1,12/23/21,13:39:00,345.3700000,345.3700000,344.9900000,345.0000000,146800
GAZP,1,12/23/21,13:40:00,345.1700000,345.2400000,345.0300000,345.2400000,20250
GAZP,1,12/23/21,13:41:00,345.2400000,345.4800000,345.1000000,345.4800000,207100
GAZP,1,12/23/21,13:42:00,345.4700000,345.4800000,345.0200000,345.1600000,95080
GAZP,1,12/23/21,13:43:00,345.0600000,345.3100000,345.0000000,345.1800000,42070
GAZP,1,12/23/21,13:44:00,345.1800000,345.2300000,345.0200000,345.1200000,34610
GAZP,1,12/23/21,13:45:00,345.1100000,345.1100000,344.6800000,344.7500000,71020
GAZP,1,12/23/21,13:46:00,344.7500000,344.8900000,344.7500000,344.8900000,6710
GAZP,1,12/23/21,13:47:00,344.8900000,344.8900000,344.7100000,344.8100000,24650
GAZP,1,12/23/21,13:48:00,344.8100000,344.9300000,344.8100000,344.9000000,25570
GAZP,1,12/23/21,13:49:00,344.9300000,344.9400000,344.6300000,344.6400000,40990
GAZP,1,12/23/21,13:50:00,344.6400000,344.6500000,344.4200000,344.5800000,98710
GAZP,1,12/23/21,13:51:00,344.5300000,344.6700000,344.4700000,344.5400000,19990
GAZP,1,12/23/21,13:52:00,344.5500000,344.9300000,344.4500000,344.7100000,33950
GAZP,1,12/23/21,13:53:00,344.7100000,344.9600000,344.7000000,344.7100000,24460
GAZP,1,12/23/21,13:54:00,344.7600000,344.7600000,344.5700000,344.6400000,11170
GAZP,1,12/23/21,13:55:00,344.6400000,344.7100000,344.4900000,344.5000000,27140
GAZP,1,12/23/21,13:56:00,344.4900000,344.5500000,344.4100000,344.4500000,29880
GAZP,1,12/23/21,13:57:00,344.4400000,344.4400000,343.9200000,344.1100000,286060
GAZP,1,12/23/21,13:58:00,344.1100000,344.1100000,343.6000000,343.8500000,167320
GAZP,1,12/23/21,13:59:00,343.9100000,343.9400000,342.7000000,343.0000000,638040
GAZP,1,12/23/21,14:00:00,342.9700000,343.0300000,342.3200000,342.8700000,254000
GAZP,1,12/23/21,14:01:00,342.6700000,343.8600000,342.6000000,343.7500000,195320
GAZP,1,12/23/21,14:02:00,343.7400000,343.7800000,343.4500000,343.5200000,53420
GAZP,1,12/23/21,14:03:00,343.5100000,343.5200000,343.3200000,343.4900000,19270
GAZP,1,12/23/21,14:04:00,343.4000000,343.6800000,343.3000000,343.6800000,62550
GAZP,1,12/23/21,14:05:00,343.6900000,343.8300000,343.5600000,343.8300000,23140
GAZP,1,12/23/21,14:06:00,343.8300000,343.8300000,342.6200000,342.6300000,172330
GAZP,1,12/23/21,14:07:00,342.6200000,343.0000000,342.4600000,342.8600000,111910
GAZP,1,12/23/21,14:08:00,342.8800000,343.0000000,342.6400000,342.7700000,122010
GAZP,1,12/23/21,14:09:00,342.8700000,343.1600000,342.7500000,343.1600000,53590
GAZP,1,12/23/21,14:10:00,343.0300000,343.1600000,342.9800000,343.1000000,18640
GAZP,1,12/23/21,14:11:00,343.0300000,343.2900000,342.9100000,343.2900000,72200
GAZP,1,12/23/21,14:12:00,343.2000000,343.6100000,343.2000000,343.4500000,68340
GAZP,1,12/23/21,14:13:00,343.4500000,343.6400000,343.3800000,343.6000000,34680
GAZP,1,12/23/21,14:14:00,343.6000000,343.6000000,343.2000000,343.4600000,72680
GAZP,1,12/23/21,14:15:00,343.4600000,343.7000000,343.4000000,343.5600000,25690
GAZP,1,12/23/21,14:16:00,343.6400000,343.8700000,343.6000000,343.7600000,52250
GAZP,1,12/23/21,14:17:00,343.7600000,343.7800000,343.3300000,343.3500000,27500
GAZP,1,12/23/21,14:18:00,343.3600000,343.5100000,343.3500000,343.4400000,17570
GAZP,1,12/23/21,14:19:00,343.4400000,343.6200000,343.3300000,343.6200000,23000
GAZP,1,12/23/21,14:20:00,343.5000000,343.6300000,343.5000000,343.6100000,29560
GAZP,1,12/23/21,14:21:00,343.5900000,343.6000000,343.3300000,343.4600000,27940
GAZP,1,12/23/21,14:22:00,343.4200000,343.4700000,343.0500000,343.1900000,68360
GAZP,1,12/23/21,14:23:00,343.1900000,343.5000000,343.0400000,343.4500000,35630
GAZP,1,12/23/21,14:24:00,343.4000000,343.4800000,343.3000000,343.3600000,2020
GAZP,1,12/23/21,14:25:00,343.4200000,343.4300000,343.2500000,343.3600000,22900
GAZP,1,12/23/21,14:26:00,343.3600000,343.3600000,343.1500000,343.3100000,54210
GAZP,1,12/23/21,14:27:00,343.3100000,343.3300000,343.1500000,343.3300000,37230
GAZP,1,12/23/21,14:28:00,343.3300000,343.3300000,343.1500000,343.1500000,8550
GAZP,1,12/23/21,14:29:00,343.2200000,343.2900000,343.1500000,343.2700000,24660
GAZP,1,12/23/21,14:30:00,343.2600000,343.2700000,342.9000000,343.1000000,86190
GAZP,1,12/23/21,14:31:00,343.1300000,343.2100000,342.9600000,343.1900000,21300
GAZP,1,12/23/21,14:32:00,343.1900000,343.1900000,342.7100000,342.8000000,30920
GAZP,1,12/23/21,14:33:00,342.8000000,342.8000000,342.6300000,342.7900000,52710
GAZP,1,12/23/21,14:34:00,342.7900000,342.8000000,342.6100000,342.6100000,17850
GAZP,1,12/23/21,14:35:00,342.6100000,342.6200000,342.2000000,342.3900000,222940
GAZP,1,12/23/21,14:36:00,342.3800000,342.3900000,341.5200000,341.6900000,606530
GAZP,1,12/23/21,14:37:00,341.6800000,341.7000000,341.2000000,341.4600000,354120
GAZP,1,12/23/21,14:38:00,341.4600000,341.8700000,341.2900000,341.6400000,258930
GAZP,1,12/23/21,14:39:00,341.6000000,341.8700000,341.5100000,341.6600000,112250
GAZP,1,12/23/21,14:40:00,341.7900000,341.8800000,341.6600000,341.8800000,54870
GAZP,1,12/23/21,14:41:00,341.8900000,341.9000000,341.5500000,341.6500000,61400
GAZP,1,12/23/21,14:42:00,341.6100000,341.6600000,341.2700000,341.3500000,122390
GAZP,1,12/23/21,14:43:00,341.3000000,341.6100000,341.2600000,341.4900000,76200
GAZP,1,12/23/21,14:44:00,341.4900000,341.6500000,340.8200000,340.9000000,413670
GAZP,1,12/23/21,14:45:00,340.8100000,341.2600000,340.7500000,340.9300000,495360
GAZP,1,12/23/21,14:46:00,340.9300000,340.9300000,340.3600000,340.7000000,499820
GAZP,1,12/23/21,14:47:00,340.5600000,341.4500000,340.4800000,341.4100000,221670
GAZP,1,12/23/21,14:48:00,341.3700000,341.4900000,341.0800000,341.1000000,166840
GAZP,1,12/23/21,14:49:00,341.2500000,341.2900000,340.8300000,340.9500000,84300
GAZP,1,12/23/21,14:50:00,340.9000000,341.4900000,340.8600000,341.4900000,200250
GAZP,1,12/23/21,14:51:00,341.4900000,341.4900000,341.2000000,341.2000000,50610
GAZP,1,12/23/21,14:52:00,341.2000000,341.3200000,340.3000000,340.6000000,360780
GAZP,1,12/23/21,14:53:00,340.4500000,340.8500000,340.1000000,340.1400000,360320
GAZP,1,12/23/21,14:54:00,340.1000000,340.1800000,339.6100000,340.0000000,886110
GAZP,1,12/23/21,14:55:00,340.0000000,340.3000000,339.9000000,340.0000000,384940
GAZP,1,12/23/21,14:56:00,340.0000000,340.0000000,339.0000000,339.1500000,614460
GAZP,1,12/23/21,14:57:00,339.1600000,339.9400000,338.9500000,339.6100000,476020
GAZP,1,12/23/21,14:58:00,339.7700000,340.0000000,339.5300000,339.7600000,259150
GAZP,1,12/23/21,14:59:00,339.7400000,340.1300000,339.5000000,340.0000000,240190
GAZP,1,12/23/21,15:00:00,340.0100000,340.5000000,340.0000000,340.4200000,193320
GAZP,1,12/23/21,15:01:00,340.3000000,340.3000000,339.7500000,340.0600000,107350
GAZP,1,12/23/21,15:02:00,340.0000000,340.2800000,339.8000000,340.1100000,135530
GAZP,1,12/23/21,15:03:00,340.0800000,340.5400000,339.9300000,340.4300000,251920
GAZP,1,12/23/21,15:04:00,340.4100000,341.5900000,340.4100000,341.4800000,493520
GAZP,1,12/23/21,15:05:00,341.4800000,341.5500000,341.0000000,341.2000000,146450
GAZP,1,12/23/21,15:06:00,341.2700000,341.2900000,340.7100000,340.8100000,87490
GAZP,1,12/23/21,15:07:00,340.8900000,341.3100000,340.7000000,341.3100000,93910
GAZP,1,12/23/21,15:08:00,341.3000000,341.3300000,340.9800000,340.9800000,63120
GAZP,1,12/23/21,15:09:00,340.9800000,341.0700000,340.8000000,340.9000000,51450
GAZP,1,12/23/21,15:10:00,341.0000000,341.0800000,340.8500000,341.0600000,45120
GAZP,1,12/23/21,15:11:00,341.0000000,341.0000000,340.8000000,341.0000000,39450
GAZP,1,12/23/21,15:12:00,340.9900000,341.1700000,340.9700000,341.0800000,76150
GAZP,1,12/23/21,15:13:00,341.0400000,341.0800000,340.6400000,340.7200000,40160
GAZP,1,12/23/21,15:14:00,340.8000000,341.1000000,340.8000000,340.9900000,90140
GAZP,1,12/23/21,15:15:00,340.9800000,340.9900000,340.7600000,340.8400000,45950
GAZP,1,12/23/21,15:16:00,340.8200000,340.8200000,340.5000000,340.6100000,172800
GAZP,1,12/23/21,15:17:00,340.5100000,340.8500000,340.5000000,340.8200000,48050
GAZP,1,12/23/21,15:18:00,340.7000000,340.7800000,340.6100000,340.7800000,26790
GAZP,1,12/23/21,15:19:00,340.7800000,340.7800000,340.6100000,340.7100000,13620
GAZP,1,12/23/21,15:20:00,340.6300000,340.6700000,340.5200000,340.5900000,51970
GAZP,1,12/23/21,15:21:00,340.6400000,340.6400000,340.2000000,340.2000000,107610
GAZP,1,12/23/21,15:22:00,340.2000000,340.2800000,339.5600000,339.7600000,302340
GAZP,1,12/23/21,15:23:00,339.7000000,339.7500000,339.3700000,339.5700000,214820
GAZP,1,12/23/21,15:24:00,339.5600000,339.6700000,339.4000000,339.4700000,58900
GAZP,1,12/23/21,15:25:00,339.4900000,340.1300000,339.4000000,339.9700000,167740
GAZP,1,12/23/21,15:26:00,339.9700000,339.9700000,339.3500000,339.4300000,98120
GAZP,1,12/23/21,15:27:00,339.3500000,339.5800000,339.2500000,339.3000000,289220
GAZP,1,12/23/21,15:28:00,339.2600000,339.3600000,338.7800000,338.9700000,382380
GAZP,1,12/23/21,15:29:00,338.9000000,339.1500000,338.1000000,338.5300000,643490
GAZP,1,12/23/21,15:30:00,338.4600000,339.2400000,338.4100000,339.0600000,356660
GAZP,1,12/23/21,15:31:00,339.0000000,339.0000000,337.6300000,337.7900000,584960
GAZP,1,12/23/21,15:32:00,337.8000000,337.8900000,337.1000000,337.6200000,530400
GAZP,1,12/23/21,15:33:00,337.5800000,337.7200000,337.0000000,337.1900000,471130
GAZP,1,12/23/21,15:34:00,337.1900000,337.9200000,337.0400000,337.7100000,310780
GAZP,1,12/23/21,15:35:00,337.9000000,338.4600000,337.7500000,338.4600000,227970
GAZP,1,12/23/21,15:36:00,338.3000000,339.0000000,338.3000000,338.8400000,711790
GAZP,1,12/23/21,15:37:00,338.8400000,338.8400000,338.5000000,338.6000000,81690
GAZP,1,12/23/21,15:38:00,338.6200000,338.6900000,338.2100000,338.4800000,140320
GAZP,1,12/23/21,15:39:00,338.4500000,338.6600000,338.4000000,338.6500000,55950
GAZP,1,12/23/21,15:40:00,338.6500000,339.5000000,338.5200000,339.4500000,217340
GAZP,1,12/23/21,15:41:00,339.4200000,339.4500000,339.0000000,339.3800000,113400
GAZP,1,12/23/21,15:42:00,339.3800000,339.6100000,339.3100000,339.3800000,119910
GAZP,1,12/23/21,15:43:00,339.3100000,339.7000000,339.2500000,339.6800000,51800
GAZP,1,12/23/21,15:44:00,339.6900000,340.2500000,339.5000000,340.2100000,265830
GAZP,1,12/23/21,15:45:00,340.0800000,340.6000000,339.8000000,340.5400000,363140
GAZP,1,12/23/21,15:46:00,340.5400000,340.8300000,340.4300000,340.8000000,104100
GAZP,1,12/23/21,15:47:00,340.7800000,340.9700000,340.6000000,340.7600000,169090
GAZP,1,12/23/21,15:48:00,340.8600000,340.8600000,340.0200000,340.2000000,138020
GAZP,1,12/23/21,15:49:00,340.2800000,340.4400000,340.1600000,340.3900000,60360
GAZP,1,12/23/21,15:50:00,340.3900000,340.3900000,339.6300000,340.1900000,125510
GAZP,1,12/23/21,15:51:00,340.1900000,340.2700000,339.9200000,339.9400000,30510
GAZP,1,12/23/21,15:52:00,339.9100000,340.1200000,339.7400000,339.9800000,46290
GAZP,1,12/23/21,15:53:00,339.9800000,340.0400000,339.7200000,339.7400000,26690
GAZP,1,12/23/21,15:54:00,339.7600000,340.1000000,339.5900000,339.9800000,73190
GAZP,1,12/23/21,15:55:00,340.0800000,340.4400000,339.9700000,340.1600000,108050
GAZP,1,12/23/21,15:56:00,340.1600000,340.1600000,339.4400000,339.5100000,81590
GAZP,1,12/23/21,15:57:00,339.5100000,339.7300000,339.5100000,339.6900000,12390
GAZP,1,12/23/21,15:58:00,339.7200000,339.7400000,339.4300000,339.7200000,52070
GAZP,1,12/23/21,15:59:00,339.7300000,339.7400000,339.3300000,339.5200000,46800
GAZP,1,12/23/21,16:00:00,339.5000000,339.5200000,339.2000000,339.3900000,60500
GAZP,1,12/23/21,16:01:00,339.4000000,340.0000000,339.2200000,340.0000000,69320
GAZP,1,12/23/21,16:02:00,340.0000000,340.2200000,339.9000000,340.1900000,43590
GAZP,1,12/23/21,16:03:00,340.1900000,340.4000000,340.1000000,340.4000000,59750
GAZP,1,12/23/21,16:04:00,340.4000000,340.9300000,340.0900000,340.9300000,108010
GAZP,1,12/23/21,16:05:00,340.9300000,340.9500000,340.6500000,340.8200000,89170
GAZP,1,12/23/21,16:06:00,340.7100000,340.9000000,340.5000000,340.8000000,79950
GAZP,1,12/23/21,16:07:00,340.9000000,340.9000000,340.6400000,340.9000000,85720
GAZP,1,12/23/21,16:08:00,340.9000000,341.2200000,340.8000000,341.2000000,125780
GAZP,1,12/23/21,16:09:00,341.2000000,341.3500000,341.0300000,341.1100000,108680
GAZP,1,12/23/21,16:10:00,341.1100000,341.1100000,340.8200000,341.0000000,90380
GAZP,1,12/23/21,16:11:00,340.9900000,341.0000000,340.7000000,340.8500000,52090
GAZP,1,12/23/21,16:12:00,340.8300000,340.9800000,340.7300000,340.9400000,46120
GAZP,1,12/23/21,16:13:00,340.9400000,340.9900000,340.3100000,340.5000000,87090
GAZP,1,12/23/21,16:14:00,340.4500000,340.6800000,340.3700000,340.5800000,41670
GAZP,1,12/23/21,16:15:00,340.5800000,340.8800000,340.5600000,340.8700000,54480
GAZP,1,12/23/21,16:16:00,340.8700000,340.8700000,340.3600000,340.4500000,55400
GAZP,1,12/23/21,16:17:00,340.4500000,340.5500000,340.3500000,340.4100000,32450
GAZP,1,12/23/21,16:18:00,340.4000000,340.4500000,340.0800000,340.3000000,78990
GAZP,1,12/23/21,16:19:00,340.2900000,340.5000000,340.2200000,340.4800000,34760
GAZP,1,12/23/21,16:20:00,340.3700000,340.7500000,340.3000000,340.5200000,53240
GAZP,1,12/23/21,16:21:00,340.4100000,340.5200000,340.3000000,340.4700000,38940
GAZP,1,12/23/21,16:22:00,340.6100000,340.6100000,340.4000000,340.4400000,5100
GAZP,1,12/23/21,16:23:00,340.4200000,340.5100000,340.4000000,340.5100000,72150
GAZP,1,12/23/21,16:24:00,340.4500000,340.5100000,340.2700000,340.3700000,29040
GAZP,1,12/23/21,16:25:00,340.3200000,340.5100000,340.1800000,340.4800000,54470
GAZP,1,12/23/21,16:26:00,340.4800000,340.4800000,339.7500000,339.8900000,92000
GAZP,1,12/23/21,16:27:00,339.8100000,340.0000000,339.4100000,339.4200000,152620
GAZP,1,12/23/21,16:28:00,339.4000000,339.5000000,339.2600000,339.3100000,139210
GAZP,1,12/23/21,16:29:00,339.3100000,339.6000000,339.3100000,339.6000000,32850
GAZP,1,12/23/21,16:30:00,339.5500000,339.6000000,339.4600000,339.6000000,24820
GAZP,1,12/23/21,16:31:00,339.5500000,340.0000000,339.5500000,339.9200000,123140
GAZP,1,12/23/21,16:32:00,339.8100000,340.0000000,339.5700000,339.8000000,117490
GAZP,1,12/23/21,16:33:00,339.6800000,340.0000000,339.6800000,339.9900000,300160
GAZP,1,12/23/21,16:34:00,339.9600000,340.0000000,339.9000000,339.9900000,266620
GAZP,1,12/23/21,16:35:00,339.9900000,340.4500000,339.9900000,340.3800000,111850
GAZP,1,12/23/21,16:36:00,340.3800000,340.4700000,340.2500000,340.4000000,31970
GAZP,1,12/23/21,16:37:00,340.3900000,340.4000000,339.9000000,339.9400000,59100
GAZP,1,12/23/21,16:38:00,340.0200000,340.2100000,339.9300000,340.2100000,153900
GAZP,1,12/23/21,16:39:00,340.2000000,340.2100000,339.7800000,339.9000000,34380
GAZP,1,12/23/21,16:40:00,339.9000000,339.9000000,339.3200000,339.4600000,79470
GAZP,1,12/23/21,16:41:00,339.4600000,339.7200000,338.8000000,339.2600000,301210
GAZP,1,12/23/21,16:42:00,339.2600000,339.2800000,339.0000000,339.1500000,103240
GAZP,1,12/23/21,16:43:00,339.0700000,339.1500000,338.6300000,338.7600000,180270
GAZP,1,12/23/21,16:44:00,338.7400000,338.9900000,338.6000000,338.9900000,80760
GAZP,1,12/23/21,16:45:00,338.9900000,339.2100000,338.8200000,338.8700000,65250
GAZP,1,12/23/21,16:46:00,338.8000000,338.9400000,338.5000000,338.8200000,297940
GAZP,1,12/23/21,16:47:00,338.8400000,338.9600000,338.6400000,338.6400000,39510
GAZP,1,12/23/21,16:48:00,338.6900000,338.9600000,338.4800000,338.9400000,76750
GAZP,1,12/23/21,16:49:00,338.8900000,339.0600000,338.8200000,338.9000000,25220
GAZP,1,12/23/21,16:50:00,338.8900000,339.6900000,338.8900000,339.6200000,135270
GAZP,1,12/23/21,16:51:00,339.5700000,339.7200000,339.4600000,339.7200000,74180
GAZP,1,12/23/21,16:52:00,339.7500000,339.8400000,339.6100000,339.7600000,101460
GAZP,1,12/23/21,16:53:00,339.7600000,339.8800000,339.6500000,339.8000000,86990
GAZP,1,12/23/21,16:54:00,339.8200000,339.8200000,339.6400000,339.7000000,9480
GAZP,1,12/23/21,16:55:00,339.7000000,339.7700000,339.4000000,339.5100000,47660
GAZP,1,12/23/21,16:56:00,339.4000000,339.4600000,339.1400000,339.3100000,36200
GAZP,1,12/23/21,16:57:00,339.4000000,339.4100000,339.2600000,339.3300000,65170
GAZP,1,12/23/21,16:58:00,339.3500000,339.5400000,339.2000000,339.2000000,40970
GAZP,1,12/23/21,16:59:00,339.2000000,339.2800000,339.0200000,339.0400000,30600
GAZP,1,12/23/21,17:00:00,339.0300000,339.2500000,338.9000000,339.0400000,185380
GAZP,1,12/23/21,17:01:00,339.0400000,339.5000000,339.0300000,339.3900000,56010
GAZP,1,12/23/21,17:02:00,339.5000000,339.5000000,339.3900000,339.4700000,26770
