<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,1,12/23/21,17:03:00,339.4700000,339.4700000,338.7800000,339.1400000,134020
GAZP,1,12/23/21,17:04:00,339.1100000,339.1100000,338.9500000,339.0600000,6180
GAZP,1,12/23/21,17:05:00,339.0000000,339.0400000,338.9000000,338.9300000,10870
GAZP,1,12/23/21,17:06:00,338.9300000,338.9700000,338.8000000,338.8500000,23230
GAZP,1,12/23/21,17:07:00,338.8500000,339.0000000,338.6000000,338.9000000,99240
GAZP,1,12/23/21,17:08:00,338.9000000,339.2200000,338.9000000,339.0600000,106360
GAZP,1,12/23/21,17:09:00,339.2100000,339.4200000,339.2100000,339.4200000,26680
GAZP,1,12/23/21,17:10:00,339.4200000,339.7700000,339.3700000,339.6900000,69900
GAZP,1,12/23/21,17:11:00,339.5700000,339.6400000,339.3700000,339.4300000,26530
GAZP,1,12/23/21,17:12:00,339.4300000,339.6000000,339.3700000,339.5900000,83210
GAZP,1,12/23/21,17:13:00,339.5900000,339.5900000,339.3900000,339.4600000,30210
GAZP,1,12/23/21,17:14:00,339.4600000,339.8500000,339.4000000,339.7100000,92200
GAZP,1,12/23/21,17:15:00,339.8400000,340.0000000,339.7100000,339.8100000,39880
GAZP,1,12/23/21,17:16:00,339.8200000,339.9200000,339.7000000,339.8100000,25990
GAZP,1,12/23/21,17:17:00,339.8100000,339.8900000,339.5000000,339.8400000,76530
GAZP,1,12/23/21,17:18:00,339.9400000,339.9400000,339.6300000,339.7500000,27230
GAZP,1,12/23/21,17:19:00,339.7500000,339.8100000,339.6700000,339.7500000,14800
GAZP,1,12/23/21,17:20:00,339.7000000,339.9000000,339.6300000,339.7900000,32010
GAZP,1,12/23/21,17:21:00,339.8200000,340.3400000,339.8200000,340.3100000,100840
GAZP,1,12/23/21,17:22:00,340.2500000,340.3000000,340.0100000,340.1300000,36530
GAZP,1,12/23/21,17:23:00,340.1600000,340.1900000,340.1000000,340.1400000,15550
GAZP,1,12/23/21,17:24:00,340.1300000,340.1500000,340.0500000,340.0700000,9820
GAZP,1,12/23/21,17:25:00,340.0700000,340.1300000,339.9500000,340.1300000,81320
GAZP,1,12/23/21,17:26:00,340.1200000,340.7000000,340.0000000,340.7000000,218830
GAZP,1,12/23/21,17:27:00,340.6900000,340.8200000,340.6800000,340.7200000,55580
GAZP,1,12/23/21,17:28:00,340.7200000,340.8000000,340.5300000,340.5900000,49180
GAZP,1,12/23/21,17:29:00,340.6000000,340.6000000,340.2800000,340.5000000,123740
GAZP,1,12/23/21,17:30:00,340.5000000,341.0000000,340.3700000,341.0000000,79460
GAZP,1,12/23/21,17:31:00,340.9900000,341.0000000,340.7000000,340.7300000,88590
GAZP,1,12/23/21,17:32:00,340.7900000,341.3200000,340.6100000,341.1200000,166780
GAZP,1,12/23/21,17:33:00,341.0900000,341.7700000,341.0900000,341.6800000,264270
GAZP,1,12/23/21,17:34:00,341.5800000,341.6200000,341.1400000,341.5300000,133480
GAZP,1,12/23/21,17:35:00,341.4200000,341.7700000,341.4000000,341.7600000,87390
GAZP,1,12/23/21,17:36:00,341.7600000,342.6600000,341.6900000,342.6500000,459560
GAZP,1,12/23/21,17:37:00,342.6200000,342.9300000,342.2800000,342.3500000,330380
GAZP,1,12/23/21,17:38:00,342.3500000,342.4300000,342.0600000,342.3500000,225150
GAZP,1,12/23/21,17:39:00,342.3500000,342.3500000,341.7800000,342.0600000,161720
GAZP,1,12/23/21,17:40:00,342.0000000,342.1900000,341.6000000,341.8100000,36930
GAZP,1,12/23/21,17:41:00,341.6900000,341.7400000,341.2200000,341.4200000,75770
GAZP,1,12/23/21,17:42:00,341.3700000,341.5000000,341.1600000,341.4800000,104670
GAZP,1,12/23/21,17:43:00,341.4900000,341.9800000,341.2700000,341.6600000,240810
GAZP,1,12/23/21,17:44:00,341.5700000,342.0000000,341.5400000,341.7300000,145980
GAZP,1,12/23/21,17:45:00,341.8400000,341.9800000,341.6000000,341.7100000,50970
GAZP,1,12/23/21,17:46:00,341.6300000,342.7500000,341.6300000,341.9200000,320800
GAZP,1,12/23/21,17:47:00,342.0000000,342.1600000,341.9100000,342.1100000,68320
GAZP,1,12/23/21,17:48:00,342.1600000,342.1900000,341.8800000,342.1300000,99320
GAZP,1,12/23/21,17:49:00,342.0000000,342.0300000,341.5000000,341.6100000,76320
GAZP,1,12/23/21,17:50:00,341.6500000,341.6800000,341.4000000,341.5400000,21060
GAZP,1,12/23/21,17:51:00,341.4600000,341.6800000,341.3000000,341.3000000,64270
GAZP,1,12/23/21,17:52:00,341.3000000,341.3600000,341.0000000,341.0000000,74070
GAZP,1,12/23/21,17:53:00,341.0000000,341.3200000,341.0000000,341.0300000,56110
GAZP,1,12/23/21,17:54:00,341.0200000,341.0800000,340.8500000,340.8700000,89110
GAZP,1,12/23/21,17:55:00,340.8500000,340.9900000,340.7400000,340.9000000,91110
GAZP,1,12/23/21,17:56:00,340.8500000,340.8500000,340.5000000,340.6600000,157990
GAZP,1,12/23/21,17:57:00,340.7000000,340.8100000,340.5600000,340.6300000,24610
GAZP,1,12/23/21,17:58:00,340.6000000,340.7100000,340.5300000,340.5400000,15530
GAZP,1,12/23/21,17:59:00,340.5400000,340.6000000,340.2700000,340.3500000,74150
GAZP,1,12/23/21,18:00:00,340.3500000,340.4200000,340.1500000,340.4200000,122520
GAZP,1,12/23/21,18:01:00,340.4200000,340.4300000,340.0800000,340.1500000,53820
GAZP,1,12/23/21,18:02:00,340.1500000,340.1500000,339.5000000,339.6600000,247110
GAZP,1,12/23/21,18:03:00,339.7500000,340.2700000,339.6200000,340.0100000,150800
GAZP,1,12/23/21,18:04:00,340.0100000,340.0100000,339.5000000,339.5700000,70270
GAZP,1,12/23/21,18:05:00,339.5700000,339.8100000,339.4300000,339.6600000,82450
GAZP,1,12/23/21,18:06:00,339.7000000,340.2000000,339.6500000,340.1800000,60570
GAZP,1,12/23/21,18:07:00,340.1800000,340.6000000,340.0800000,340.4800000,64660
GAZP,1,12/23/21,18:08:00,340.4900000,340.9800000,340.4100000,340.8600000,103400
GAZP,1,12/23/21,18:09:00,340.8700000,341.1700000,340.8400000,341.0000000,109090
GAZP,1,12/23/21,18:10:00,341.0000000,341.0000000,340.5600000,340.6200000,39080
GAZP,1,12/23/21,18:11:00,340.6900000,340.8600000,340.6200000,340.7400000,30220
GAZP,1,12/23/21,18:12:00,340.6900000,340.6900000,340.2600000,340.3500000,84280
GAZP,1,12/23/21,18:13:00,340.3200000,340.3800000,339.9000000,340.0600000,116030
GAZP,1,12/23/21,18:14:00,340.1100000,340.2000000,339.9900000,340.1900000,45310
GAZP,1,12/23/21,18:15:00,340.2000000,340.4900000,340.0100000,340.0100000,50540
GAZP,1,12/23/21,18:16:00,340.0100000,340.7000000,340.0100000,340.5300000,56370
GAZP,1,12/23/21,18:17:00,340.6000000,340.6300000,340.5300000,340.5400000,9890
GAZP,1,12/23/21,18:18:00,340.5400000,340.8300000,340.5300000,340.7900000,43740
GAZP,1,12/23/21,18:19:00,340.7500000,340.8900000,340.7100000,340.8000000,41640
GAZP,1,12/23/21,18:20:00,340.7300000,340.7300000,340.4900000,340.6500000,30870
GAZP,1,12/23/21,18:21:00,340.7000000,340.8500000,340.6200000,340.8500000,28120
GAZP,1,12/23/21,18:22:00,340.8500000,340.9700000,340.7900000,340.9000000,22640
GAZP,1,12/23/21,18:23:00,340.9000000,340.9900000,340.7900000,340.9900000,25950
GAZP,1,12/23/21,18:24:00,340.9100000,341.2000000,340.9000000,340.9100000,75430
GAZP,1,12/23/21,18:25:00,340.9100000,341.0000000,340.6100000,340.7800000,83740
GAZP,1,12/23/21,18:26:00,340.7900000,340.7900000,340.3000000,340.3200000,53350
GAZP,1,12/23/21,18:27:00,340.3200000,340.5900000,340.1200000,340.4000000,73970
GAZP,1,12/23/21,18:28:00,340.4000000,340.5500000,340.3600000,340.5500000,22430
GAZP,1,12/23/21,18:29:00,340.5500000,340.5500000,340.2800000,340.3300000,37400
GAZP,1,12/23/21,18:30:00,340.3500000,340.6000000,340.3500000,340.6000000,22390
GAZP,1,12/23/21,18:31:00,340.5700000,340.8600000,340.5700000,340.8600000,36500
GAZP,1,12/23/21,18:32:00,340.8600000,340.8600000,340.5700000,340.7000000,72450
GAZP,1,12/23/21,18:33:00,340.7000000,340.7300000,340.1600000,340.4800000,94010
GAZP,1,12/23/21,18:34:00,340.5000000,340.6900000,340.2100000,340.3700000,85160
GAZP,1,12/23/21,18:35:00,340.4100000,340.5300000,340.1200000,340.5300000,99950
GAZP,1,12/23/21,18:36:00,340.4300000,340.5200000,340.0000000,340.4500000,86430
GAZP,1,12/23/21,18:37:00,340.3600000,340.4400000,340.1400000,340.3000000,21540
GAZP,1,12/23/21,18:38:00,340.3000000,340.4900000,340.2700000,340.3700000,22160
GAZP,1,12/23/21,18:39:00,340.4300000,340.6400000,340.4300000,340.5900000,40380
GAZP,1,12/23/21,18:40:00,340.6100000,340.7300000,340.4700000,340.7300000,21620
GAZP,1,12/23/21,18:46:00,341.5800000,341.5800000,341.5800000,341.5800000,1777400
GAZP,1,12/23/21,18:47:00,341.5800000,341.5800000,341.5800000,341.5800000,780
GAZP,1,12/23/21,18:48:00,341.5800000,341.5800000,341.5800000,341.5800000,101140
GAZP,1,12/23/21,18:49:00,341.5800000,341.5800000,341.5800000,341.5800000,2750
GAZP,1,12/23/21,18:50:00,341.5800000,341.5800000,341.5800000,341.5800000,50
GAZP,1,12/23/21,19:05:00,341.0800000,341.0800000,341.0800000,341.0800000,60160
GAZP,1,12/23/21,19:06:00,341.1600000,341.5800000,340.7500000,340.8000000,228770
GAZP,1,12/23/21,19:07:00,340.8000000,341.3100000,340.8000000,341.1100000,48460
GAZP,1,12/23/21,19:08:00,341.0600000,341.2300000,341.0100000,341.1000000,55370
GAZP,1,12/23/21,19:09:00,341.1000000,341.1200000,340.9300000,341.0100000,38660
GAZP,1,12/23/21,19:10:00,340.9000000,341.0200000,340.8000000,340.8200000,25570
GAZP,1,12/23/21,19:11:00,340.8300000,340.9900000,340.8300000,340.9700000,5870
GAZP,1,12/23/21,19:12:00,340.9200000,340.9800000,340.8000000,340.8200000,43860
GAZP,1,12/23/21,19:13:00,340.8100000,340.9400000,340.7500000,340.8900000,32390
GAZP,1,12/23/21,19:14:00,340.8900000,340.9200000,340.7700000,340.9200000,22420
GAZP,1,12/23/21,19:15:00,340.9200000,340.9200000,340.8000000,340.9000000,10340
GAZP,1,12/23/21,19:16:00,340.8100000,341.3700000,340.8100000,341.2900000,52370
GAZP,1,12/23/21,19:17:00,341.2900000,341.3000000,340.9500000,340.9500000,28960
GAZP,1,12/23/21,19:18:00,341.0600000,341.1900000,340.9500000,341.1900000,11820
GAZP,1,12/23/21,19:19:00,341.1900000,341.2800000,341.0700000,341.1700000,8490
GAZP,1,12/23/21,19:20:00,341.1700000,341.2300000,341.0400000,341.1900000,23420
GAZP,1,12/23/21,19:21:00,341.2100000,341.7000000,341.1500000,341.3100000,59160
GAZP,1,12/23/21,19:22:00,341.3000000,341.3000000,341.0600000,341.2900000,21470
GAZP,1,12/23/21,19:23:00,341.2800000,341.7000000,341.2800000,341.5000000,50650
GAZP,1,12/23/21,19:24:00,341.4100000,341.5400000,341.3800000,341.5400000,42480
GAZP,1,12/23/21,19:25:00,341.5400000,341.9900000,341.5000000,341.8700000,38680
GAZP,1,12/23/21,19:26:00,341.8700000,342.4200000,341.8100000,342.3000000,102510
GAZP,1,12/23/21,19:27:00,342.2800000,342.2900000,341.9900000,342.0700000,51120
GAZP,1,12/23/21,19:28:00,342.2000000,342.3000000,342.0000000,342.2900000,18710
GAZP,1,12/23/21,19:29:00,342.2900000,342.3700000,342.2000000,342.2100000,56850
GAZP,1,12/23/21,19:30:00,342.3300000,342.4100000,342.1100000,342.1100000,46710
GAZP,1,12/23/21,19:31:00,342.1200000,342.2500000,341.7000000,342.1600000,60560
GAZP,1,12/23/21,19:32:00,342.1600000,342.2200000,341.9200000,341.9200000,20460
GAZP,1,12/23/21,19:33:00,341.9700000,342.1200000,341.8600000,342.0000000,19720
GAZP,1,12/23/21,19:34:00,341.9800000,342.0000000,341.6100000,341.6700000,41790
GAZP,1,12/23/21,19:35:00,341.6100000,341.6700000,341.4200000,341.6200000,28620
GAZP,1,12/23/21,19:36:00,341.5500000,341.7800000,341.4500000,341.7000000,35640
GAZP,1,12/23/21,19:37:00,341.7000000,342.0700000,341.7000000,342.0700000,29470
GAZP,1,12/23/21,19:38:00,342.0600000,342.5000000,341.8800000,342.3400000,193940
GAZP,1,12/23/21,19:39:00,342.3400000,342.5000000,342.0200000,342.3500000,109790
GAZP,1,12/23/21,19:40:00,342.3500000,342.4500000,342.1300000,342.3000000,6820
GAZP,1,12/23/21,19:41:00,342.3300000,342.3800000,342.1500000,342.1500000,4990
GAZP,1,12/23/21,19:42:00,342.1500000,342.1500000,341.8100000,342.0000000,27570
GAZP,1,12/23/21,19:43:00,342.0000000,342.4400000,341.9600000,342.3000000,19360
GAZP,1,12/23/21,19:44:00,342.3000000,342.3000000,341.9600000,342.0700000,9690
GAZP,1,12/23/21,19:45:00,342.0700000,342.3000000,342.0700000,342.2800000,25230
GAZP,1,12/23/21,19:46:00,342.2800000,342.2800000,342.0900000,342.2400000,20530
GAZP,1,12/23/21,19:47:00,342.2400000,342.2400000,342.1000000,342.2400000,3710
GAZP,1,12/23/21,19:48:00,342.2400000,342.2500000,342.0100000,342.1000000,10320
GAZP,1,12/23/21,19:49:00,342.0900000,342.2300000,342.0200000,342.2000000,17140
GAZP,1,12/23/21,19:50:00,342.2000000,342.2000000,342.0900000,342.1100000,74000
GAZP,1,12/23/21,19:51:00,342.1000000,342.1400000,342.0000000,342.0000000,15170
GAZP,1,12/23/21,19:52:00,342.0600000,342.1900000,341.9500000,342.1600000,14740
GAZP,1,12/23/21,19:53:00,342.1600000,342.1700000,342.0000000,342.1200000,13050
GAZP,1,12/23/21,19:54:00,342.0400000,342.1200000,342.0000000,342.1000000,5450
GAZP,1,12/23/21,19:55:00,342.0000000,342.1000000,341.9100000,342.0000000,102680
GAZP,1,12/23/21,19:56:00,342.0200000,342.0300000,341.8600000,341.9900000,17110
GAZP,1,12/23/21,19:57:00,341.9500000,342.1000000,341.9200000,342.0000000,47760
GAZP,1,12/23/21,19:58:00,342.0000000,342.0000000,341.8100000,341.8800000,18640
GAZP,1,12/23/21,19:59:00,341.9300000,341.9800000,341.8100000,341.8400000,3900
GAZP,1,12/23/21,20:00:00,341.9600000,342.0500000,341.8300000,342.0500000,17680
GAZP,1,12/23/21,20:01:00,342.0500000,342.0500000,341.9400000,341.9400000,2840
GAZP,1,12/23/21,20:02:00,341.9700000,342.0400000,341.9400000,341.9400000,2930
GAZP,1,12/23/21,20:03:00,341.9400000,342.0400000,341.9000000,342.0400000,10600
GAZP,1,12/23/21,20:04:00,341.9300000,342.2500000,341.9300000,342.2400000,55930
GAZP,1,12/23/21,20:05:00,342.2400000,342.2500000,342.1400000,342.1400000,6550
GAZP,1,12/23/21,20:06:00,342.2400000,342.2400000,342.1500000,342.2000000,3500
GAZP,1,12/23/21,20:07:00,342.1800000,342.2400000,342.1600000,342.2000000,4540
GAZP,1,12/23/21,20:08:00,342.2000000,342.2600000,342.2000000,342.2000000,20970
GAZP,1,12/23/21,20:09:00,342.2000000,342.3900000,342.2000000,342.2000000,35450
GAZP,1,12/23/21,20:10:00,342.2800000,342.2800000,342.2000000,342.2800000,3030
GAZP,1,12/23/21,20:11:00,342.2800000,342.2800000,342.1600000,342.2000000,6630
GAZP,1,12/23/21,20:12:00,342.2000000,342.2800000,342.1000000,342.1000000,14050
GAZP,1,12/23/21,20:13:00,342.1200000,342.1500000,342.0400000,342.1200000,3390
GAZP,1,12/23/21,20:14:00,342.1200000,342.1200000,341.9300000,341.9400000,18760
GAZP,1,12/23/21,20:15:00,341.9400000,342.0500000,341.8800000,341.8800000,6360
GAZP,1,12/23/21,20:16:00,341.8800000,341.9900000,341.8600000,341.9400000,10130
GAZP,1,12/23/21,20:17:00,341.9800000,342.1000000,341.9400000,342.0000000,5960
GAZP,1,12/23/21,20:18:00,341.9300000,342.1100000,341.8800000,342.1100000,4160
GAZP,1,12/23/21,20:19:00,342.0900000,342.0900000,342.0000000,342.0200000,2180
GAZP,1,12/23/21,20:20:00,342.0400000,342.1000000,341.9600000,342.1000000,13690
GAZP,1,12/23/21,20:21:00,342.0000000,342.0800000,341.9900000,342.0500000,10720
GAZP,1,12/23/21,20:22:00,342.1000000,342.1000000,341.9300000,341.9900000,2320
GAZP,1,12/23/21,20:23:00,341.9900000,342.0000000,341.9800000,342.0000000,2700
GAZP,1,12/23/21,20:24:00,342.0000000,342.1000000,341.9300000,341.9900000,4150
GAZP,1,12/23/21,20:25:00,341.9900000,342.1000000,341.9300000,342.1000000,30760
GAZP,1,12/23/21,20:26:00,342.0700000,342.1000000,342.0000000,342.1000000,2120
GAZP,1,12/23/21,20:27:00,342.0500000,342.1000000,342.0100000,342.1000000,2680
GAZP,1,12/23/21,20:28:00,342.0500000,342.2000000,342.0500000,342.1400000,33410
GAZP,1,12/23/21,20:29:00,342.1400000,342.2000000,342.0400000,342.0400000,16710
GAZP,1,12/23/21,20:30:00,342.1600000,342.2500000,342.0400000,342.1600000,17890
GAZP,1,12/23/21,20:31:00,342.2600000,342.2600000,342.1000000,342.2000000,93680
GAZP,1,12/23/21,20:32:00,342.2000000,342.2400000,342.1700000,342.2300000,9460
GAZP,1,12/23/21,20:33:00,342.2300000,342.2300000,342.1700000,342.1800000,11190
GAZP,1,12/23/21,20:34:00,342.2200000,342.2400000,342.1400000,342.1700000,2630
GAZP,1,12/23/21,20:35:00,342.2000000,342.2000000,342.1000000,342.1000000,9640
GAZP,1,12/23/21,20:36:00,342.1500000,342.2000000,342.1000000,342.1000000,2250
GAZP,1,12/23/21,20:37:00,342.1100000,342.1800000,342.1000000,342.1800000,6960
GAZP,1,12/23/21,20:38:00,342.1800000,342.2400000,342.1200000,342.1700000,27040
GAZP,1,12/23/21,20:39:00,342.2400000,342.3700000,342.1700000,342.3600000,17430
GAZP,1,12/23/21,20:40:00,342.3100000,342.4500000,342.3000000,342.3200000,35160
GAZP,1,12/23/21,20:41:00,342.4300000,342.4300000,342.3000000,342.3500000,1760
GAZP,1,12/23/21,20:42:00,342.3500000,342.4400000,342.3000000,342.4200000,11820
GAZP,1,12/23/21,20:43:00,342.4300000,342.4800000,342.3000000,342.4600000,11500
GAZP,1,12/23/21,20:44:00,342.4000000,342.4900000,342.3100000,342.4900000,11930
GAZP,1,12/23/21,20:45:00,342.4000000,342.4900000,342.4000000,342.4500000,3100
GAZP,1,12/23/21,20:46:00,342.4500000,342.5000000,342.4000000,342.4800000,18470
GAZP,1,12/23/21,20:47:00,342.4800000,342.5800000,342.4700000,342.5500000,32580
GAZP,1,12/23/21,20:48:00,342.5500000,342.8000000,342.5000000,342.7000000,157180
GAZP,1,12/23/21,20:49:00,342.7000000,342.8700000,342.7000000,342.8500000,24950
GAZP,1,12/23/21,20:50:00,342.8500000,342.9700000,342.8400000,342.9500000,44150
GAZP,1,12/23/21,20:51:00,342.9700000,343.1800000,342.9700000,343.0600000,101480
GAZP,1,12/23/21,20:52:00,343.0600000,343.4000000,343.0300000,343.3700000,96400
GAZP,1,12/23/21,20:53:00,343.3000000,343.3000000,342.9400000,342.9400000,88010
GAZP,1,12/23/21,20:54:00,342.9100000,342.9900000,342.7300000,342.8900000,53620
GAZP,1,12/23/21,20:55:00,342.8900000,343.0700000,342.7800000,343.0000000,19290
GAZP,1,12/23/21,20:56:00,343.0000000,343.1600000,343.0000000,343.1100000,9200
GAZP,1,12/23/21,20:57:00,343.1200000,343.4000000,343.1100000,343.1500000,35480
GAZP,1,12/23/21,20:58:00,343.3000000,343.3700000,343.1600000,343.3500000,36790
GAZP,1,12/23/21,20:59:00,343.3400000,343.4000000,342.9700000,343.2400000,46920
GAZP,1,12/23/21,21:00:00,343.2000000,343.2400000,343.1200000,343.1400000,6540
GAZP,1,12/23/21,21:01:00,343.1400000,343.2600000,343.1200000,343.2200000,45160
GAZP,1,12/23/21,21:02:00,343.2600000,343.3400000,343.1600000,343.2900000,12480
GAZP,1,12/23/21,21:03:00,343.3000000,343.3800000,343.1500000,343.2600000,39030
GAZP,1,12/23/21,21:04:00,343.3200000,343.3700000,343.2500000,343.3200000,3970
GAZP,1,12/23/21,21:05:00,343.3700000,343.7000000,343.3200000,343.6400000,81470
GAZP,1,12/23/21,21:06:00,343.6500000,344.0000000,343.6500000,343.8600000,142370
GAZP,1,12/23/21,21:07:00,343.9500000,344.0000000,343.8500000,343.9000000,56200
GAZP,1,12/23/21,21:08:00,343.9500000,344.0000000,343.3600000,343.6600000,102960
GAZP,1,12/23/21,21:09:00,343.6400000,343.8600000,343.4800000,343.8100000,89000
GAZP,1,12/23/21,21:10:00,343.8100000,343.8100000,343.4000000,343.5000000,71070
GAZP,1,12/23/21,21:11:00,343.5000000,343.5800000,343.0500000,343.3500000,88350
GAZP,1,12/23/21,21:12:00,343.1600000,343.2400000,342.8600000,343.0300000,51760
GAZP,1,12/23/21,21:13:00,342.9900000,343.0800000,342.8700000,343.0800000,14240
GAZP,1,12/23/21,21:14:00,343.0400000,343.0500000,342.9000000,342.9800000,12310
GAZP,1,12/23/21,21:15:00,342.9000000,342.9800000,342.8400000,342.9000000,19470
GAZP,1,12/23/21,21:16:00,342.8400000,343.2300000,342.8400000,343.0900000,24700
GAZP,1,12/23/21,21:17:00,343.2000000,343.3600000,343.1200000,343.2000000,7170
GAZP,1,12/23/21,21:18:00,343.2900000,343.3000000,343.0000000,343.1600000,14130
GAZP,1,12/23/21,21:19:00,343.0200000,343.1300000,342.9000000,342.9000000,37450
GAZP,1,12/23/21,21:20:00,342.9200000,342.9200000,342.8300000,342.8300000,12740
GAZP,1,12/23/21,21:21:00,342.8500000,342.8900000,342.5500000,342.5500000,60710
GAZP,1,12/23/21,21:22:00,342.6600000,342.7300000,342.4600000,342.4900000,30040
GAZP,1,12/23/21,21:23:00,342.4600000,342.6000000,342.4000000,342.5900000,17540
GAZP,1,12/23/21,21:24:00,342.7000000,343.1000000,342.7000000,343.1000000,13650
GAZP,1,12/23/21,21:25:00,342.9500000,343.1200000,342.9500000,342.9900000,2170
GAZP,1,12/23/21,21:26:00,342.9900000,343.1500000,342.9700000,343.1300000,8800
GAZP,1,12/23/21,21:27:00,343.1400000,343.3000000,343.0000000,343.3000000,16870
GAZP,1,12/23/21,21:28:00,343.2200000,343.3400000,343.1200000,343.3300000,15350
GAZP,1,12/23/21,21:29:00,343.3300000,343.4300000,343.0000000,343.0000000,20390
GAZP,1,12/23/21,21:30:00,343.1500000,343.1900000,342.9700000,342.9700000,14760
GAZP,1,12/23/21,21:31:00,342.9100000,342.9700000,342.8700000,342.8700000,2000
GAZP,1,12/23/21,21:32:00,342.9700000,342.9900000,342.8300000,342.8300000,1900
GAZP,1,12/23/21,21:33:00,342.9700000,342.9900000,342.7200000,342.9300000,7700
GAZP,1,12/23/21,21:34:00,342.8300000,343.0400000,342.7500000,342.8200000,31720
GAZP,1,12/23/21,21:35:00,342.9000000,343.0000000,342.7900000,342.9700000,10630
GAZP,1,12/23/21,21:36:00,342.9000000,342.9500000,342.7600000,342.8000000,15470
GAZP,1,12/23/21,21:37:00,342.9600000,342.9600000,342.5400000,342.6200000,36680
GAZP,1,12/23/21,21:38:00,342.7100000,342.7900000,342.4400000,342.4900000,10480
GAZP,1,12/23/21,21:39:00,342.4200000,342.5200000,342.3800000,342.5000000,15260
GAZP,1,12/23/21,21:40:00,342.4000000,342.4900000,342.1000000,342.1000000,61900
GAZP,1,12/23/21,21:41:00,342.2000000,342.4900000,342.1000000,342.4700000,54290
GAZP,1,12/23/21,21:42:00,342.4600000,342.4600000,342.2300000,342.3000000,10210
GAZP,1,12/23/21,21:43:00,342.4400000,342.4400000,342.2400000,342.2400000,7260
GAZP,1,12/23/21,21:44:00,342.2500000,342.4800000,342.2400000,342.3400000,37170
GAZP,1,12/23/21,21:45:00,342.4800000,342.4800000,342.2200000,342.3000000,25620
GAZP,1,12/23/21,21:46:00,342.2600000,342.4400000,342.2400000,342.4400000,42210
GAZP,1,12/23/21,21:47:00,342.3900000,342.5000000,342.3000000,342.3900000,11060
GAZP,1,12/23/21,21:48:00,342.5000000,342.8000000,342.3900000,342.8000000,9940
GAZP,1,12/23/21,21:49:00,342.8000000,343.0000000,342.7200000,342.8400000,17670
GAZP,1,12/23/21,21:50:00,342.8400000,342.8900000,342.6100000,342.7400000,10680
GAZP,1,12/23/21,21:51:00,342.7400000,342.9200000,342.6600000,342.9200000,11660
GAZP,1,12/23/21,21:52:00,342.8200000,343.0000000,342.6000000,342.6100000,14780
GAZP,1,12/23/21,21:53:00,342.6600000,342.6600000,342.2700000,342.2800000,41660
GAZP,1,12/23/21,21:54:00,342.2800000,342.3200000,342.1300000,342.1300000,8730
GAZP,1,12/23/21,21:55:00,342.1600000,342.3000000,342.1200000,342.3000000,3920
GAZP,1,12/23/21,21:56:00,342.3000000,342.5800000,342.3000000,342.5300000,15140
GAZP,1,12/23/21,21:57:00,342.4000000,342.8200000,342.4000000,342.6000000,33350
GAZP,1,12/23/21,21:58:00,342.7800000,342.7900000,342.5300000,342.5700000,17940
GAZP,1,12/23/21,21:59:00,342.4200000,342.5600000,342.3000000,342.5600000,9260
GAZP,1,12/23/21,22:00:00,342.5500000,342.6500000,342.3800000,342.3800000,10680
GAZP,1,12/23/21,22:01:00,342.4500000,342.6700000,342.4500000,342.6000000,6730
GAZP,1,12/23/21,22:02:00,342.5900000,342.5900000,342.3700000,342.3700000,900
GAZP,1,12/23/21,22:03:00,342.4000000,342.5800000,342.1000000,342.2900000,16500
GAZP,1,12/23/21,22:04:00,342.2400000,342.3100000,341.8100000,341.9400000,104190
GAZP,1,12/23/21,22:05:00,342.0000000,342.2400000,341.9000000,342.1500000,7610
GAZP,1,12/23/21,22:06:00,342.1600000,342.4500000,342.1500000,342.3000000,34240
GAZP,1,12/23/21,22:07:00,342.3000000,342.6000000,342.1400000,342.4000000,42480
GAZP,1,12/23/21,22:08:00,342.5300000,342.5400000,342.1300000,342.1300000,9060
GAZP,1,12/23/21,22:09:00,342.3000000,342.3400000,342.1300000,342.1800000,4260
GAZP,1,12/23/21,22:10:00,342.1400000,342.1400000,341.6000000,341.8900000,64050
GAZP,1,12/23/21,22:11:00,341.8800000,342.0700000,341.7200000,341.9200000,37920
GAZP,1,12/23/21,22:12:00,341.9400000,342.0000000,341.3900000,341.4200000,75880
GAZP,1,12/23/21,22:13:00,341.4200000,341.6500000,341.3900000,341.5100000,54810
GAZP,1,12/23/21,22:14:00,341.5000000,341.7700000,341.4600000,341.4600000,11550
GAZP,1,12/23/21,22:15:00,341.4600000,341.4600000,341.1500000,341.4200000,121440
GAZP,1,12/23/21,22:16:00,341.4200000,341.4500000,341.1500000,341.4400000,31590
GAZP,1,12/23/21,22:17:00,341.4400000,341.7600000,341.4400000,341.7400000,51760
GAZP,1,12/23/21,22:18:00,341.7400000,341.8700000,341.7000000,341.8200000,2240
GAZP,1,12/23/21,22:19:00,341.7200000,341.8700000,341.4400000,341.4700000,14680
GAZP,1,12/23/21,22:20:00,341.4700000,341.6300000,341.4500000,341.6200000,2910
GAZP,1,12/23/21,22:21:00,341.6000000,341.7000000,341.5000000,341.5400000,2780
GAZP,1,12/23/21,22:22:00,341.5300000,341.6900000,341.4000000,341.6500000,62950
GAZP,1,12/23/21,22:23:00,341.6000000,341.7000000,341.4500000,341.5000000,1120
GAZP,1,12/23/21,22:24:00,341.6200000,342.0700000,341.6200000,341.8500000,11500
